gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,tenure_years,is_new_customer,is_long_term_customer,monthly_charges_group,avg_monthly_charges,charge_increase,is_high_value_customer,total_services,service_adoption_rate,has_internet,has_fiber_optic,premium_services_count,has_premium_services,is_month_to_month,is_long_term_contract,is_automatic_payment,is_electronic_check,paperless_billing,is_senior_citizen,is_male,has_partner,has_dependents,family_size,is_single,charges_per_service,tenure_to_charges_ratio,tenure_x_MonthlyCharges,tenure_x_TotalCharges,is_senior_citizen_x_MonthlyCharges,has_internet_x_total_services,is_month_to_month_x_MonthlyCharges,has_fiber_optic_x_MonthlyCharges,family_size_x_total_services,is_automatic_payment_x_is_long_term_contract
Female,0,No,No,11,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,Two year,No,Credit card (automatic),69.9178807096503,3794.983361852548,Yes,0-1 year,0.9166666666666666,0,0,High,344.99848744114075,0,0,2,0.2222222222222222,1,1,2,1,0,1,1,0,0,0,0,0,0,0,1,34.95894035482515,0.15732742309052486,769.0966878061533,41744.81698037803,0.0,2,0.0,69.9178807096503,0,1
Male,1,Yes,Yes,64,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),82.53536788965722,1584.031817771956,No,4-6 years,5.333333333333333,0,1,High,24.750497152686812,1,1,5,0.5555555555555556,1,0,2,1,0,1,1,0,1,1,1,1,1,2,0,16.507073577931443,0.7754251496832554,5282.263544938062,101378.03633740518,82.53536788965722,5,0.0,0.0,10,1
Female,0,No,No,14,Yes,Yes,DSL,No,Yes,No,Yes,No internet service,No,Two year,No,Mailed check,105.2202156289308,249.48494830477895,No,1-2 years,1.1666666666666667,0,0,Very High,17.820353450341354,1,1,4,0.4444444444444444,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,26.3050539072327,0.13305427969633082,1473.0830188050313,3492.7892762669053,0.0,4,0.0,0.0,0,0
Female,0,No,No,39,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,38.11974571977791,1553.704674821737,No,2-4 years,3.25,0,0,Medium,39.83858140568556,0,0,5,0.5555555555555556,1,0,4,1,0,1,0,0,1,0,0,0,0,0,1,7.623949143955582,1.0230918193078444,1486.6700830713385,60594.48231804774,0.0,5,0.0,0.0,0,0
Female,0,No,No,67,Yes,Yes,DSL,No,No internet service,No,Yes,No,No internet service,One year,Yes,Electronic check,47.890225328048224,47.890225328048224,Yes,4-6 years,5.583333333333333,0,1,Medium,0.7147794825081825,1,0,3,0.3333333333333333,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,15.963408442682741,1.3990328828283798,3208.645096979231,3208.645096979231,0.0,3,0.0,0.0,0,0
Male,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,One year,No,Credit card (automatic),83.74642592238489,1733.9873454069032,Yes,4-6 years,4.583333333333333,0,0,High,31.527042643761877,1,1,5,0.5555555555555556,0,0,2,1,0,1,1,0,0,0,1,1,0,1,0,16.749285184476978,0.6567444448432139,4606.053425731169,95369.30399737967,0.0,0,0.0,0.0,5,1
Female,0,No,Yes,42,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,One year,No,Mailed check,58.82433529815034,1887.1251865853224,No,2-4 years,3.5,0,0,Medium,44.931552061555294,1,0,4,0.4444444444444444,1,1,3,1,0,1,0,0,0,0,0,0,1,1,0,14.706083824537584,0.7139902182850614,2470.622082522314,79259.25783658354,0.0,4,0.0,58.82433529815034,4,0
Female,0,No,Yes,5,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,No,One year,Yes,Electronic check,57.89649137774128,1968.9561493026624,No,0-1 year,0.4166666666666667,1,0,Medium,393.7912298605325,0,0,2,0.2222222222222222,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,28.94824568887064,0.08636101913979344,289.4824568887064,9844.780746513312,0.0,2,0.0,57.89649137774128,2,0
Male,0,No,No,52,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),53.8338085404298,2293.0137579760008,No,4-6 years,4.333333333333333,0,0,Medium,44.0964184226154,1,0,2,0.2222222222222222,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,26.9169042702149,0.9659357457674096,2799.3580441023496,119236.71541475203,0.0,2,53.8338085404298,53.8338085404298,0,0
Female,0,Yes,No,22,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),71.52794015247531,1782.9728659806992,Yes,1-2 years,1.8333333333333333,0,0,High,81.04422118094088,0,0,4,0.4444444444444444,1,1,2,1,0,1,1,0,1,0,0,1,0,1,0,17.881985038118827,0.3075721173167135,1573.6146833544567,39225.403051575384,0.0,4,0.0,71.52794015247531,4,1
Female,0,Yes,No,44,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,No,Two year,No,Mailed check,83.73774125413806,2177.270650220395,No,2-4 years,3.6666666666666665,0,0,High,49.48342386864534,1,1,2,0.2222222222222222,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,41.86887062706903,0.5254500460725725,3684.4606151820744,95799.90860969738,0.0,2,0.0,0.0,2,0
Female,1,Yes,No,59,Yes,No,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),55.08754189809555,2820.922965360026,No,4-6 years,4.916666666666667,0,0,Medium,47.81225365016993,1,0,1,0.1111111111111111,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,55.08754189809555,1.0710225573168968,3250.1649719876377,166434.45495624153,55.08754189809555,1,0.0,0.0,1,1
Female,0,Yes,No,25,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No,No internet service,One year,No,Bank transfer (automatic),37.09540044160761,5581.2137075574265,No,2-4 years,2.0833333333333335,0,0,Medium,223.24854830229705,0,0,4,0.4444444444444444,0,0,2,1,0,1,1,0,0,0,0,1,0,1,0,9.273850110401902,0.673938000463234,927.3850110401902,139530.34268893566,0.0,0,0.0,0.0,4,1
Female,1,Yes,No,21,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),76.57803154559889,4011.006129530076,Yes,1-2 years,1.75,0,0,High,191.00029188238457,0,0,1,0.1111111111111111,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,76.57803154559889,0.2742300836956799,1608.1386624575766,84231.1287201316,76.57803154559889,1,76.57803154559889,0.0,1,0
Male,0,No,No,64,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),44.08175045838725,1407.418085696817,No,4-6 years,5.333333333333333,0,1,Medium,21.990907589012764,1,0,4,0.4444444444444444,1,1,2,1,0,1,1,0,0,0,1,0,0,0,1,11.020437614596812,1.4518479718815929,2821.232029336784,90074.75748459628,0.0,4,0.0,44.08175045838725,0,1
Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.11517228433407,4177.232342948282,Yes,4-6 years,5.666666666666667,0,1,High,61.42988739629827,1,0,5,0.5555555555555556,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,15.223034456866813,0.8933829873757729,5175.831715334716,284051.7993204832,0.0,5,0.0,76.11517228433407,5,1
Female,0,No,No,47,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,One year,Yes,Credit card (automatic),65.48515709501856,1232.2922346331725,No,2-4 years,3.9166666666666665,0,0,High,26.218983715599414,1,0,3,0.3333333333333333,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,21.82838569833952,0.7177198938654646,3077.8023834658725,57917.7350277591,0.0,3,0.0,65.48515709501856,0,1
Male,0,Yes,Yes,35,Yes,Yes,No,No,No,No,Yes,No internet service,No,Month-to-month,No,Mailed check,60.18397222934772,678.5980321807247,No,2-4 years,2.9166666666666665,0,0,Medium,19.38851520516356,1,0,3,0.3333333333333333,0,0,1,1,1,0,0,0,0,0,1,1,1,2,0,20.06132407644924,0.5815501819425077,2106.43902802717,23750.931126325362,0.0,0,60.18397222934772,0.0,6,0
Male,1,Yes,No,7,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No,One year,No,Electronic check,49.11840980444521,49.11840980444521,Yes,0-1 year,0.5833333333333334,0,0,Medium,7.016915686349315,1,0,2,0.2222222222222222,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,24.559204902222604,0.14251275698600693,343.82886863111645,343.82886863111645,49.11840980444521,2,0.0,0.0,2,0
Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),59.074133534185606,3318.975852716389,Yes,4-6 years,4.666666666666667,0,0,Medium,59.26742594136409,0,0,3,0.3333333333333333,1,1,2,1,1,0,1,0,1,0,1,1,0,1,0,19.691377844728535,0.9479614282889712,3308.151477914394,185862.64775211777,0.0,3,59.074133534185606,59.074133534185606,3,0
Female,0,No,Yes,52,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),63.10029589050789,5409.054750447855,No,4-6 years,4.333333333333333,0,0,Medium,104.02028366245875,0,0,2,0.2222222222222222,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,31.550147945253944,0.8240848836942191,3281.21538630641,281270.8470232885,0.0,2,0.0,63.10029589050789,2,1
Male,0,No,No,46,Yes,No,No,No,No internet service,No internet service,No,No,No internet service,Two year,Yes,Electronic check,58.88045513299416,2947.754319718283,No,2-4 years,3.8333333333333335,0,0,Medium,64.08161564604963,0,0,1,0.1111111111111111,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,58.88045513299416,0.7812439611089812,2708.5009361177313,135596.698707041,0.0,0,0.0,0.0,0,0
Female,0,No,No,9,Yes,No,No,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),92.91355785242402,1773.6435128550709,Yes,0-1 year,0.75,0,0,High,197.0715014283412,0,1,4,0.4444444444444444,0,0,2,1,1,0,1,0,1,0,0,0,0,0,1,23.228389463106005,0.09686422743917344,836.2220206718162,15962.791615695638,0.0,0,92.91355785242402,0.0,0,0
Female,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,66.08038131001022,4708.10921081678,No,4-6 years,4.833333333333333,0,0,High,81.17429673822035,0,0,4,0.4444444444444444,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,16.520095327502556,0.877718906128858,3832.662115980593,273070.33422737324,0.0,4,66.08038131001022,0.0,4,0
Male,0,Yes,Yes,23,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),39.64001719796756,2049.4624207581587,No,1-2 years,1.9166666666666667,0,0,Medium,89.10706177209386,0,0,4,0.4444444444444444,1,0,2,1,1,0,1,0,1,0,1,1,1,2,0,9.91000429949189,0.5802217462503843,911.7203955532539,47137.63567743765,0.0,4,39.64001719796756,0.0,8,0
Male,0,Yes,No,3,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,43.26422184312997,4421.110962192457,Yes,0-1 year,0.25,1,0,Medium,1473.7036540641523,0,0,3,0.3333333333333333,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,14.421407281043322,0.06934136041733471,129.7926655293899,13263.332886577371,0.0,0,43.26422184312997,0.0,3,0
Female,0,Yes,Yes,61,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,69.15300293896487,1099.5432276239017,No,4-6 years,5.083333333333333,0,1,High,18.025298813506584,1,0,3,0.3333333333333333,1,0,1,1,1,0,0,1,1,0,0,1,1,2,0,23.051000979654958,0.8821019682086576,4218.333179276858,67072.136885058,0.0,3,69.15300293896487,0.0,6,0
Male,0,Yes,No,9,Yes,No phone service,DSL,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),29.394031228345614,2345.274534169824,No,0-1 year,0.75,0,0,Low,260.5860593522027,0,0,5,0.5555555555555556,1,0,2,1,1,0,1,0,1,0,1,1,0,1,0,5.878806245669123,0.3061846104089666,264.5462810551105,21107.470807528418,0.0,5,29.394031228345614,0.0,5,0
Female,0,Yes,Yes,53,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,Two year,Yes,Mailed check,89.73840719473257,4143.481038762464,Yes,4-6 years,4.416666666666667,0,0,High,78.17888752382007,1,1,0,0.0,1,1,0,0,0,1,0,0,1,0,0,1,1,2,0,89.73840719473257,0.5906055350970277,4756.1355813208265,219604.4950544106,0.0,0,0.0,89.73840719473257,0,0
Male,0,No,No,68,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Two year,No,Electronic check,92.17880681166524,2007.0096963323188,No,4-6 years,5.666666666666667,0,1,High,29.514848475475276,1,1,4,0.4444444444444444,1,1,2,1,0,1,0,1,0,0,1,0,0,0,1,23.04470170291631,0.737696682697726,6268.158863193236,136476.65935059768,0.0,4,0.0,92.17880681166524,0,0
Male,1,No,No,49,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),37.43130012524981,1220.07417637323,No,4-6 years,4.083333333333333,0,0,Medium,24.899472987208778,1,0,4,0.4444444444444444,1,1,2,1,1,0,1,0,1,1,1,0,0,0,1,9.357825031312453,1.3090648691346511,1834.1337061372408,59783.63464228828,37.43130012524981,4,37.43130012524981,37.43130012524981,0,0
Male,0,Yes,No,70,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),70.4590583661969,1309.0238807591895,No,4-6 years,5.833333333333333,0,1,High,18.70034115370271,1,0,2,0.2222222222222222,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,35.22952918309845,0.9934847501961914,4932.134085633783,91631.67165314326,0.0,2,0.0,70.4590583661969,2,1
Female,0,No,No,48,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,73.19912777540773,2124.91761545314,Yes,2-4 years,4.0,0,0,High,44.26911698860709,1,0,4,0.4444444444444444,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,18.299781943851933,0.6557455185432725,3513.558133219571,101996.04554175073,0.0,4,0.0,73.19912777540773,0,0
Male,0,No,No,7,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),95.65182981482432,4925.922364678681,Yes,0-1 year,0.5833333333333334,0,0,Very High,703.7031949540973,0,1,3,0.3333333333333333,1,1,2,1,1,0,1,0,0,0,1,0,0,0,1,31.883943271608107,0.07318208144634077,669.5628087037703,34481.456552750766,0.0,3,95.65182981482432,95.65182981482432,0,0
Female,0,No,Yes,31,No,Yes,No,Yes,No internet service,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),88.60166860655265,1805.440621510961,Yes,2-4 years,2.5833333333333335,0,0,High,58.240020048740675,1,1,3,0.3333333333333333,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,29.53388953551755,0.3498805438716913,2746.651726803132,55968.659266839786,0.0,0,0.0,0.0,3,1
Female,1,Yes,Yes,56,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,No,Two year,No,Electronic check,43.163408759782506,677.7283768448226,No,4-6 years,4.666666666666667,0,0,Medium,12.102292443657547,1,0,4,0.4444444444444444,1,0,1,1,0,1,0,1,0,1,0,1,1,2,0,10.790852189945626,1.2973952152772972,2417.1508905478204,37952.78910331007,43.163408759782506,4,0.0,0.0,8,0
Female,0,Yes,Yes,61,Yes,No phone service,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,57.29173172396274,1590.7477696952046,Yes,4-6 years,5.083333333333333,0,1,Medium,26.077832290085322,1,0,4,0.4444444444444444,1,0,2,1,1,0,0,1,1,0,0,1,1,2,0,14.322932930990685,1.0647260636823488,3494.795635161727,97035.61395140749,0.0,4,57.29173172396274,0.0,8,0
Female,0,Yes,Yes,5,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,44.81225538695576,1091.5856184747208,Yes,0-1 year,0.4166666666666667,1,0,Medium,218.31712369494417,0,0,4,0.4444444444444444,1,0,3,1,0,1,0,0,1,0,0,1,1,2,0,11.20306384673894,0.11157662020857428,224.06127693477882,5457.928092373604,0.0,4,0.0,0.0,8,0
Male,0,Yes,No,30,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,54.28640370314119,2917.447270550353,No,2-4 years,2.5,0,0,Medium,97.24824235167844,0,0,2,0.2222222222222222,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,27.143201851570595,0.5526245607288977,1628.5921110942356,87523.4181165106,0.0,0,0.0,0.0,2,0
Female,0,No,No,22,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),41.80661657120932,958.7124738509738,Yes,1-2 years,1.8333333333333333,0,0,Medium,43.57783972049881,0,0,5,0.5555555555555556,1,0,3,1,1,0,1,0,1,0,0,0,0,0,1,8.361323314241863,0.526232491513092,919.745564566605,21091.674424721423,0.0,5,41.80661657120932,0.0,0,0
Female,0,Yes,Yes,17,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No internet service,One year,No,Electronic check,30.70162681150802,3721.174585635502,No,1-2 years,1.4166666666666667,0,0,Low,218.89262268444128,0,0,2,0.2222222222222222,1,1,1,1,0,1,0,1,0,0,0,1,1,2,0,15.35081340575401,0.5537165865630227,521.9276557956364,63259.967955803535,0.0,2,0.0,30.70162681150802,4,0
Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),109.901370441536,445.2685815528728,Yes,0-1 year,0.8333333333333334,0,0,Very High,44.52685815528728,1,1,4,0.4444444444444444,1,1,2,1,0,1,1,0,0,0,1,1,0,1,0,27.475342610384,0.09099067609279429,1099.01370441536,4452.685815528728,0.0,4,0.0,109.901370441536,4,1
Female,0,Yes,No,71,Yes,No,No,Yes,No internet service,No,Yes,No,No,One year,Yes,Mailed check,29.89624846811614,5215.694521136215,No,4-6 years,5.916666666666667,0,1,Low,73.46048621318613,0,0,3,0.3333333333333333,0,0,2,1,0,1,0,0,1,0,0,1,0,1,0,9.965416156038714,2.3748799143049784,2122.633641236246,370314.3110006713,0.0,0,0.0,0.0,3,0
Male,0,No,Yes,68,Yes,No,No,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Electronic check,77.64419234890676,3147.359584984373,No,4-6 years,5.666666666666667,0,1,High,46.284699779181956,1,0,4,0.4444444444444444,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,19.41104808722669,0.8757899070471489,5279.805079725659,214020.45177893736,0.0,0,0.0,0.0,4,0
Female,0,No,No,42,No,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,43.31392858266887,129.10233709351883,No,2-4 years,3.5,0,0,Medium,3.073865168893305,1,0,1,0.1111111111111111,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,43.31392858266887,0.9696649870915978,1819.1850004720927,5422.298157927791,0.0,1,0.0,43.31392858266887,0,0
Male,0,No,No,27,No,No,DSL,No,No internet service,Yes,No,No,No,Two year,No,Mailed check,28.04668860918293,2347.6743513671795,No,2-4 years,2.25,0,0,Low,86.95090190248813,0,0,1,0.1111111111111111,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,28.04668860918293,0.9626804923829679,757.2605924479391,63387.207486913845,0.0,1,0.0,0.0,0,0
Female,0,No,No,7,Yes,No phone service,DSL,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,45.616004188671305,4689.147784377231,Yes,0-1 year,0.5833333333333334,0,0,Medium,669.878254911033,0,0,3,0.3333333333333333,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,15.205334729557102,0.15345491400446784,319.31202932069914,32824.03449064062,0.0,3,45.616004188671305,0.0,0,0
Male,0,No,No,23,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Two year,No,Credit card (automatic),85.56609970151725,1969.6372666896284,No,1-2 years,1.9166666666666667,0,0,High,85.63640289954905,0,1,4,0.4444444444444444,1,0,2,1,0,1,1,0,0,0,1,0,0,0,1,21.39152492537931,0.26879804128307333,1968.0202931348967,45301.65713386145,0.0,4,0.0,0.0,0,1
Female,0,Yes,No,8,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),80.88372427888457,123.07971268836924,No,0-1 year,0.6666666666666666,0,0,High,15.384964086046155,1,1,1,0.1111111111111111,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,80.88372427888457,0.09890741396150662,647.0697942310766,984.6377015069539,0.0,1,0.0,0.0,1,1
Female,0,No,Yes,8,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No,Two year,No,Electronic check,95.74699653087151,2857.2550623646925,Yes,0-1 year,0.6666666666666666,0,0,Very High,357.15688279558657,0,1,4,0.4444444444444444,1,0,2,1,0,1,0,1,0,0,0,0,1,1,0,23.93674913271788,0.08355353473067509,765.9759722469721,22858.04049891754,0.0,4,0.0,0.0,4,0
Male,0,No,No,5,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,69.44572496587057,2665.526127057125,No,0-1 year,0.4166666666666667,1,0,High,533.105225411425,0,0,6,0.6666666666666666,1,0,3,1,0,1,0,0,0,0,1,0,0,0,1,11.574287494311761,0.07199867237986605,347.22862482935284,13327.630635285625,0.0,6,0.0,0.0,0,0
Male,0,Yes,No,71,Yes,No phone service,DSL,No,No,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),30.49422242545788,948.7493025123696,No,4-6 years,5.916666666666667,0,1,Low,13.362666232568586,1,0,2,0.2222222222222222,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,15.24711121272894,2.3283099011151096,2165.0897922075096,67361.20047837825,0.0,2,0.0,0.0,2,1
Male,1,Yes,No,2,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.13520494547426,2634.4495618612327,Yes,0-1 year,0.16666666666666666,1,0,Medium,1317.2247809306164,0,0,2,0.2222222222222222,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,28.06760247273713,0.03562826575484418,112.27040989094851,5268.899123722465,56.13520494547426,2,56.13520494547426,56.13520494547426,2,0
Male,1,Yes,No,51,Yes,No,No,No,No internet service,Yes,Yes,No internet service,No,Two year,No,Bank transfer (automatic),75.69593094530958,3097.565376638866,No,4-6 years,4.25,0,0,High,60.73657601252678,1,0,3,0.3333333333333333,0,0,2,1,0,1,1,0,0,1,1,1,0,1,0,25.23197698176986,0.6737482367030742,3860.4924782107887,157975.83420858215,75.69593094530958,0,0.0,0.0,3,1
Female,0,No,No,66,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),64.61495887996224,249.44315612487844,No,4-6 years,5.5,0,1,Medium,3.779441759467855,1,0,3,0.3333333333333333,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,21.538319626654083,1.0214353014231705,4264.587286077508,16463.248304241977,0.0,3,64.61495887996224,64.61495887996224,0,0
Female,0,Yes,No,12,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),49.74427641149862,49.74427641149862,Yes,0-1 year,1.0,0,0,Medium,4.145356367624885,1,0,4,0.4444444444444444,0,0,2,1,0,1,1,0,1,0,0,1,0,1,0,12.436069102874654,0.24123378337504864,596.9313169379834,596.9313169379834,0.0,0,0.0,0.0,4,1
Male,0,No,No,47,Yes,No,DSL,Yes,No,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),46.25748573486458,4111.56844417379,No,2-4 years,3.9166666666666665,0,0,Medium,87.48017966327214,0,0,3,0.3333333333333333,1,0,2,1,0,1,1,0,1,0,1,0,0,0,1,15.419161911621527,1.0160517644515163,2174.1018295386352,193243.71687616815,0.0,3,0.0,0.0,0,1
Female,0,Yes,No,55,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),70.89616588054696,1075.7922356065756,Yes,4-6 years,4.583333333333333,0,0,High,19.559858829210466,1,0,3,0.3333333333333333,1,0,2,1,1,0,1,0,1,0,0,1,0,1,0,23.632055293515652,0.7757824321934358,3899.289123430083,59168.572958361656,0.0,3,70.89616588054696,0.0,3,0
Male,0,No,No,26,No,No phone service,DSL,No internet service,No internet service,No,No,No internet service,Yes,Two year,No,Credit card (automatic),75.61312195594171,3068.0114073632494,No,2-4 years,2.1666666666666665,0,0,High,118.00043874474036,0,0,1,0.1111111111111111,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,75.61312195594171,0.3438556605975044,1965.9411708544844,79768.29659144448,0.0,1,0.0,0.0,0,1
Male,0,No,No,45,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No,No,Two year,Yes,Bank transfer (automatic),68.84978858141335,546.4990117789837,No,2-4 years,3.75,0,0,High,12.144422483977415,1,0,2,0.2222222222222222,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,34.424894290706675,0.6535967782499216,3098.2404861636005,24592.455530054267,0.0,0,0.0,0.0,0,1
Female,1,No,No,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,86.97354271449487,630.3251185383349,Yes,4-6 years,5.166666666666667,0,1,High,10.166534169973144,1,1,6,0.6666666666666666,1,1,4,1,0,1,0,0,1,1,0,0,0,0,1,14.495590452415811,0.7128604638254799,5392.359648298682,39080.157349376765,86.97354271449487,6,0.0,86.97354271449487,0,0
Female,0,No,No,70,Yes,No,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,26.24512296969081,5040.1216060623,No,4-6 years,5.833333333333333,0,1,Low,72.00173722946143,0,0,4,0.4444444444444444,0,0,2,1,1,0,0,0,1,0,0,0,0,0,1,6.561280742422703,2.6671622030820554,1837.1586078783569,352808.512424361,0.0,0,26.24512296969081,0.0,0,0
Female,0,Yes,No,2,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,One year,No,Electronic check,58.68238604274074,2918.783138535974,Yes,0-1 year,0.16666666666666666,1,0,Medium,1459.391569267987,0,0,3,0.3333333333333333,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,19.560795347580246,0.03408177708628479,117.36477208548148,5837.566277071948,0.0,3,0.0,0.0,3,0
Female,0,Yes,Yes,26,Yes,No phone service,No,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,63.45703947743464,2490.4885909405166,Yes,2-4 years,2.1666666666666665,0,0,Medium,95.78802272848141,0,0,3,0.3333333333333333,0,0,2,1,1,0,0,1,1,0,0,1,1,2,0,21.152346492478213,0.40972601643739803,1649.8830264133007,64752.70336445343,0.0,0,63.45703947743464,0.0,6,0
