customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CLV
CUST_4126,Male,0,No,No,21,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,63.812940475468885,4000.585772216047,No,1340.0717499848465
CUST_4127,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),69.56253400416556,815.449479569924,Yes,1113.000544066649
CUST_4128,Male,0,Yes,Yes,62,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No,One year,No,Bank transfer (automatic),80.53720037124084,1022.4230156697184,No,4993.306423016932
CUST_4129,Female,0,No,No,65,Yes,No,DSL,No,No internet service,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.7532944565778,2932.6201989457645,No,5573.964139677557
CUST_4130,Male,0,No,No,5,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.88205208090687,3460.762061686445,Yes,209.41026040453434
CUST_4131,Male,1,No,No,46,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),60.71461939715712,664.759837723765,No,2792.8724922692277
CUST_4132,Male,0,Yes,No,64,Yes,Yes,DSL,No,No internet service,No,No,No,No,Two year,No,Electronic check,62.33774683680672,1914.0740656798887,No,3989.6157975556303
CUST_4133,Female,0,Yes,No,41,No,Yes,No,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),60.91458023007413,18.8,No,2497.497789433039
CUST_4134,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),36.13368669703547,2921.57027441835,Yes,1589.8822146695607
CUST_4135,Male,0,No,No,15,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Mailed check,64.97325094391213,18.8,No,974.598764158682
CUST_4136,Male,0,Yes,No,68,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,Two year,Yes,Electronic check,79.59058072512292,3200.6520306962266,No,5412.159489308358
CUST_4137,Female,0,No,No,51,Yes,No,DSL,No,No,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,86.48965291541305,3933.518232991984,No,4410.972298686065
CUST_4138,Female,0,No,No,54,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,44.46109544768554,553.7570170920922,No,2400.899154175019
CUST_4139,Male,1,Yes,Yes,68,Yes,No,No,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,76.1789599137199,1612.6018892171733,No,5180.1692741329525
CUST_4140,Female,0,Yes,No,42,Yes,Yes,DSL,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Electronic check,100.13726499139042,1707.2633462896956,No,4205.765129638397
CUST_4141,Female,1,No,No,46,Yes,Yes,No,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,31.508182236843574,3601.072130767475,Yes,1449.3763828948045
CUST_4142,Female,0,Yes,Yes,25,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No internet service,One year,Yes,Mailed check,18.25,18.8,No,456.25
CUST_4143,Female,0,Yes,No,67,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,38.41912196032409,18.8,No,2574.0811713417143
CUST_4144,Male,0,Yes,No,35,Yes,No,No,No,No internet service,No,No,Yes,No,One year,Yes,Bank transfer (automatic),78.91166512590257,1226.780682633439,No,2761.90827940659
CUST_4145,Female,0,No,No,22,Yes,No,No,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,55.7736655008272,8684.8,No,1227.0206410181984
CUST_4146,Female,0,No,No,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),49.38449749992865,4128.277859170972,No,444.46047749935786
CUST_4147,Male,0,No,No,24,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),25.592809287822558,4639.812587754799,Yes,614.2274229077414
CUST_4148,Male,0,No,Yes,23,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,107.0932527440504,1010.1220496164692,Yes,2463.144813113159
CUST_4149,Female,0,No,Yes,61,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),74.14708730259218,2393.306732998719,No,4522.972325458123
CUST_4150,Female,0,No,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,29.933683263246277,2631.148058558664,Yes,1107.5462807401123
CUST_4151,Female,0,No,Yes,45,Yes,No phone service,DSL,Yes,No,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),115.5810057425196,8209.148476946482,No,5201.145258413381
CUST_4152,Female,1,Yes,No,15,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,52.358913351623386,2577.295282299189,Yes,785.3837002743508
CUST_4153,Male,1,Yes,No,57,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,Yes,One year,Yes,Electronic check,72.84309407590699,3614.5734845533434,No,4152.056362326698
CUST_4154,Male,0,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),68.63423004249292,2377.6696739375384,No,960.8792205949009
CUST_4155,Male,1,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,99.16422987384264,1163.519087153691,No,5156.5399534398175
CUST_4156,Female,0,Yes,Yes,36,Yes,Yes,No,No,No,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),96.19533605696104,4470.979035968375,No,3463.0320980505976
CUST_4157,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),88.76593617445018,487.6889302164966,No,2396.680276710155
CUST_4158,Female,0,Yes,No,17,Yes,No,No,Yes,No,No,No internet service,Yes,No,One year,Yes,Electronic check,94.84595799750242,2770.1843236982354,Yes,1612.3812859575412
CUST_4159,Female,1,Yes,No,41,Yes,No,No,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.25140541042697,3767.870610184921,No,1814.3076218275057
CUST_4160,Male,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No,One year,No,Mailed check,45.46528757969364,18.8,No,181.86115031877455
CUST_4161,Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,48.99516741168657,4645.837311445157,No,146.98550223505973
CUST_4162,Female,0,No,No,19,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,49.04922922738988,5591.323133402499,No,931.9353553204077
CUST_4163,Male,0,Yes,No,41,Yes,No,No,No,No internet service,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),67.84170452698655,2213.743093270511,No,2781.5098856064483
CUST_4164,Female,0,Yes,No,40,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,One year,No,Electronic check,57.60175156265256,3740.790407168221,No,2304.070062506102
CUST_4165,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,Two year,No,Bank transfer (automatic),44.37072636132747,3891.649416997397,No,2573.502128956993
CUST_4166,Male,0,No,Yes,39,Yes,Yes,DSL,No,Yes,No,No,No,No internet service,Two year,Yes,Credit card (automatic),63.58474955483587,275.405246487863,No,2479.8052326385987
CUST_4167,Female,0,Yes,No,7,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,46.40342224154347,6257.189204963546,No,324.82395569080427
CUST_4168,Female,0,No,Yes,36,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,66.30979491959553,1525.3929251651423,No,2387.1526171054393
CUST_4169,Male,0,No,No,20,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.80955630328955,2054.618969443894,Yes,2136.191126065791
CUST_4170,Female,0,Yes,No,29,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,One year,Yes,Electronic check,95.04978555983126,2944.710350814536,No,2756.4437812351066
CUST_4171,Female,0,Yes,No,68,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),67.09144164321118,3410.468939801325,No,4562.218031738361
CUST_4172,Male,1,No,Yes,66,No,No phone service,No,No,No,No,No,No,No,One year,No,Credit card (automatic),115.37836740981771,1019.9464401839712,No,7614.972249047969
CUST_4173,Female,0,No,No,47,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No,One year,No,Mailed check,95.90710522701843,1978.3004096937416,No,4507.633945669866
CUST_4174,Male,0,Yes,No,23,Yes,No,No,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),97.14140751942222,4062.681542458653,No,2234.252372946711
CUST_4175,Female,0,Yes,No,6,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No,Two year,No,Credit card (automatic),79.49721302576452,18.8,No,476.98327815458714
CUST_4176,Male,1,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Mailed check,91.831955729596,4147.690366455974,Yes,1652.975203132728
CUST_4177,Male,1,Yes,No,53,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),31.809194465499623,5150.9405174863205,No,1685.88730667148
CUST_4178,Male,0,No,Yes,22,Yes,Yes,No,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.38992763953443,1780.3265749622396,No,1086.5784080697574
CUST_4179,Female,0,No,No,68,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,39.08464000718128,3706.598480536194,No,2657.755520488327
CUST_4180,Male,0,Yes,No,35,Yes,Yes,No,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.05640939860535,3338.824917454557,Yes,3256.9743289511875
CUST_4181,Male,0,No,No,9,Yes,Yes,No,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,18.25,3833.275133509849,No,164.25
CUST_4182,Male,0,No,Yes,31,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,71.96122067566348,6338.633236185136,No,2230.797840945568
CUST_4183,Male,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,99.77395657818944,18.8,No,4290.280132862146
CUST_4184,Male,0,No,Yes,17,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,100.45161939166783,36.07717689093852,No,1707.6775296583533
CUST_4185,Female,0,No,No,51,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,67.12316414299042,18.8,No,3423.2813712925113
CUST_4186,Female,0,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),74.65473764444418,18.8,No,4927.212684533316
CUST_4187,Female,0,Yes,No,24,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),80.82149242406076,2597.15060079566,Yes,1939.7158181774585
CUST_4188,Female,0,Yes,Yes,15,Yes,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,88.24041715935391,2203.328472859401,No,1323.6062573903087
CUST_4189,Female,0,No,Yes,28,Yes,No phone service,DSL,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.596466224180677,2641.428875137105,No,744.7010542770589
CUST_4190,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),75.69907496266792,18.8,Yes,227.09722488800378
CUST_4191,Female,0,Yes,No,29,Yes,No phone service,DSL,No,No,No,No,No internet service,No internet service,Two year,No,Mailed check,18.25,1125.2631016151126,Yes,529.25
CUST_4192,Male,0,Yes,No,52,Yes,Yes,No,No,Yes,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,104.1992624129374,5609.9203037074985,Yes,5418.361645472745
CUST_4193,Female,0,No,Yes,54,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,18.25,2362.531126029889,Yes,985.5
CUST_4194,Male,0,No,Yes,58,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,79.14479537537059,3018.1730122001627,No,4590.398131771494
CUST_4195,Male,0,Yes,No,45,Yes,No,DSL,No,No,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),41.328738819830754,3672.696241062641,No,1859.7932468923839
CUST_4196,Female,0,Yes,No,50,Yes,No phone service,No,No,No,Yes,No,No internet service,Yes,One year,Yes,Electronic check,21.400707669741863,1609.028473522594,No,1070.0353834870932
CUST_4197,Male,0,No,No,22,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,No,One year,No,Electronic check,70.29052720854135,752.0998558104304,No,1546.3915985879096
CUST_4198,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),49.46752617109599,2097.2508596519388,No,2572.3113608969916
CUST_4199,Male,0,No,No,53,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,58.49061297599828,3623.985433890597,Yes,3100.002487727909
CUST_4200,Male,0,Yes,No,31,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),37.39507004910796,2965.227636308336,No,1159.2471715223467
CUST_4201,Female,0,No,Yes,71,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,18.25,3683.643614556643,No,1295.75
CUST_4202,Female,0,Yes,No,48,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,36.76894681271968,658.6056153275122,Yes,1764.9094470105447
CUST_4203,Female,0,No,No,31,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Mailed check,62.94186770061911,2959.6830078300663,No,1951.1978987191926
CUST_4204,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.45922524412015,3706.685550647502,Yes,237.8369009764806
CUST_4205,Female,0,Yes,No,35,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.89688598478217,1895.653627045303,No,2341.391009467376
CUST_4206,Female,0,Yes,No,67,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Two year,No,Credit card (automatic),78.72038298782947,456.9175899589734,No,5274.265660184575
CUST_4207,Female,0,No,No,64,No,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,107.64973312362471,4744.118877340701,No,6889.582919911982
CUST_4208,Female,0,No,No,9,Yes,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,35.12950335232312,200.40844405041707,No,316.1655301709081
CUST_4209,Female,0,Yes,No,46,Yes,Yes,No,Yes,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),97.97788938008374,5389.207734709553,No,4506.982911483852
CUST_4210,Female,0,No,No,56,Yes,No,DSL,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),43.1675349957844,2213.0356046734014,Yes,2417.3819597639263
CUST_4211,Male,1,No,No,56,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,108.987303558269,216.18680469672017,No,6103.288999263064
CUST_4212,Female,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,55.20301215597331,1446.5096736373064,No,1435.278316055306
CUST_4213,Male,0,No,Yes,60,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,43.61386366814368,18.8,No,2616.8318200886206
CUST_4214,Male,1,No,No,72,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),99.26800478468556,18.8,No,7147.29634449736
CUST_4215,Male,0,No,No,48,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),56.10576121283074,18.8,No,2693.0765382158756
CUST_4216,Male,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Electronic check,18.25,18.8,No,1058.5
CUST_4217,Female,0,No,No,63,Yes,No,DSL,Yes,No,No,No,No,No internet service,Two year,No,Electronic check,79.64374198510987,7796.048317181866,No,5017.555745061922
CUST_4218,Male,0,No,No,58,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),67.96030434655952,3043.3823195342534,No,3941.6976521004526
CUST_4219,Female,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),28.313111794399028,748.4514417766552,Yes,84.93933538319709
CUST_4220,Female,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),97.73851834650458,6331.611666441159,No,684.169628425532
CUST_4221,Male,0,Yes,Yes,52,No,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Two year,No,Mailed check,36.48513198145049,18.8,No,1897.2268630354256
CUST_4222,Female,0,No,No,62,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,No,One year,Yes,Electronic check,81.07916151991698,3483.15469220681,No,5026.908014234853
CUST_4223,Male,1,No,No,2,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,82.43560899996208,1574.372470498893,Yes,164.87121799992417
CUST_4224,Male,0,No,No,33,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),118.75,2526.438976623084,No,3918.75
CUST_4225,Female,0,No,Yes,12,Yes,No,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),66.08232331494689,1860.0412745063404,No,792.9878797793626
CUST_4226,Female,0,Yes,No,48,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,One year,No,Credit card (automatic),31.399397149714908,1837.135592499778,No,1507.1710631863157
CUST_4227,Male,0,Yes,No,53,Yes,Yes,No,No,No,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),63.09244171342496,18.8,No,3343.899410811523
CUST_4228,Female,1,No,No,41,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,118.75,4450.937327672158,No,4868.75
CUST_4229,Female,0,Yes,Yes,58,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,One year,Yes,Electronic check,115.22832997379624,220.68299881166692,No,6683.243138480182
CUST_4230,Female,0,Yes,No,68,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),33.403383890314345,1989.1763264174504,No,2271.4301045413754
CUST_4231,Male,0,No,No,23,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Two year,Yes,Credit card (automatic),18.25,1442.0001565087414,No,419.75
CUST_4232,Male,1,Yes,No,36,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,61.448423330672334,2986.39367588499,No,2212.143239904204
CUST_4233,Female,0,No,Yes,21,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),40.77367418860801,18.8,No,856.2471579607683
CUST_4234,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,61.68837074154311,3035.734824960316,No,4441.562693391104
CUST_4235,Female,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),48.584581181884126,169.64224411935902,No,2672.151965003627
CUST_4236,Female,1,Yes,No,56,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.9624140823312,18.8,No,5429.895188610547
CUST_4237,Female,0,Yes,No,13,Yes,No,No,No,No,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),94.65016533364738,18.8,Yes,1230.452149337416
CUST_4238,Male,0,No,No,22,No,No phone service,DSL,No internet service,No,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,118.75,5064.474328940625,No,2612.5
CUST_4239,Female,0,No,Yes,7,Yes,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.18000887668489,2115.214105440629,No,344.2600621367942
CUST_4240,Male,0,No,Yes,24,Yes,Yes,No,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,31.544487573774923,4799.890440745632,No,757.0677017705982
CUST_4241,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,91.86682145533186,2758.7209254929053,No,5603.876108775244
CUST_4242,Male,1,Yes,No,5,No,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.65837663204277,2391.3859914016957,No,293.29188316021384
CUST_4243,Female,1,No,No,50,Yes,No phone service,Fiber optic,Yes,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),98.65507951807396,2709.3613138665205,No,4932.753975903698
CUST_4244,Male,1,Yes,Yes,62,Yes,No,No,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),73.19798510470672,1135.6397647915176,No,4538.275076491816
CUST_4245,Female,0,Yes,Yes,55,No,No,Fiber optic,Yes,Yes,Yes,No,No,No internet service,One year,No,Electronic check,87.68878785245349,6301.787092368808,No,4822.883331884942
CUST_4246,Male,0,No,No,26,No,No,No,No,Yes,Yes,No,Yes,No internet service,One year,Yes,Electronic check,66.12548268736279,3984.704063514985,No,1719.2625498714326
CUST_4247,Male,1,Yes,No,10,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),47.9595401725173,2330.834672534932,No,479.595401725173
CUST_4248,Male,0,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Month-to-month,No,Electronic check,118.75,2185.597230566832,No,1306.25
CUST_4249,Male,0,Yes,No,40,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.9489227736839,5315.056100161033,No,3037.956910947356
CUST_4250,Male,0,No,No,11,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),51.77869449223972,18.8,No,569.565639414637
CUST_4251,Male,1,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),21.491645624633065,7597.350900298846,Yes,85.96658249853226
CUST_4252,Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Mailed check,63.34274070965827,2655.3760937266543,Yes,126.68548141931655
CUST_4253,Male,1,Yes,Yes,39,Yes,No,DSL,No,Yes,No,No,No internet service,No,Two year,Yes,Electronic check,36.247103831869055,7014.547780615799,No,1413.6370494428932
CUST_4254,Female,0,No,Yes,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,49.73107977853695,7206.954682736653,No,1143.81483490635
CUST_4255,Female,0,Yes,No,45,Yes,No,No,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,111.90286860243884,2426.478964289829,No,5035.629087109748
CUST_4256,Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,No internet service,No,No,No,One year,Yes,Mailed check,104.1513056854973,795.0082150173257,No,4374.354838790887
CUST_4257,Female,0,No,Yes,42,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,33.450347113491105,1834.6073292601216,No,1404.9145787666264
CUST_4258,Female,0,No,No,29,Yes,No,No,Yes,No,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),35.83718942647499,18.8,No,1039.278493367775
CUST_4259,Male,1,No,No,16,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No,Two year,Yes,Mailed check,91.10645513040056,2164.5125980508446,No,1457.703282086409
CUST_4260,Male,0,No,No,67,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Mailed check,18.25,3163.94081093189,No,1222.75
CUST_4261,Male,0,Yes,No,60,Yes,No,No,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),82.88511476778842,3655.73429241612,No,4973.106886067306
CUST_4262,Female,0,Yes,No,4,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.17609560899461,2470.1776422213225,Yes,156.70438243597843
CUST_4263,Male,0,Yes,Yes,16,Yes,No phone service,DSL,No,No,No,No internet service,No,Yes,Two year,No,Credit card (automatic),40.00989037658653,5879.015545744045,No,640.1582460253845
CUST_4264,Male,0,No,No,41,No,No,DSL,No,No,No,No internet service,No,No,One year,No,Bank transfer (automatic),75.29351319574089,18.8,No,3087.034041025376
CUST_4265,Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,No,Electronic check,44.116355569733685,2773.447170013715,No,264.6981334184021
CUST_4266,Male,1,No,No,42,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,18.25,5000.566118623793,No,766.5
CUST_4267,Male,0,Yes,No,57,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,78.11146283002032,5092.396013017603,No,4452.353381311158
CUST_4268,Female,0,No,No,28,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Two year,No,Electronic check,35.50318661220192,6826.004013088488,No,994.0892251416539
CUST_4269,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),31.32981782246057,3520.3546333734,Yes,720.5858099165931
CUST_4270,Female,0,Yes,No,42,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,One year,No,Electronic check,78.6313320795854,1301.3881057431809,No,3302.515947342587
CUST_4271,Female,1,No,No,12,Yes,Yes,DSL,No internet service,Yes,No,No,No,No internet service,Two year,No,Credit card (automatic),32.22297917211836,4104.948414960863,No,386.6757500654203
CUST_4272,Female,0,Yes,No,64,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),40.48478114374682,18.8,No,2591.0259931997966
CUST_4273,Female,1,No,No,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),42.096513936025445,1728.4682492149109,No,2441.597808289476
CUST_4274,Female,0,No,No,51,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,90.01890889813036,1717.3778451355154,No,4590.964353804648
